title,author,publisher,year,status,description,jury_rationale
Romeo oder Julia,Gerhard Falkner,Berlin Verlag,2017,Shortlist,"Kurt Prinzhorn ist zu einem Schriftstellertreffen nach Innsbruck eingeladen, wo ihm Merkwürdiges widerfährt: Jemand muss während seiner Abwesenheit ein ausgiebiges Schaumbad in der Wanne seines Hotelzimmers genommen und dort bewusst Spuren hinterlassen haben. Die Chipkartenschließanlage der Tür zeigt jedoch kein fremdes Eindringen an. Als nächstes verschwindet der Schlüsselbund des zunehmend ratlosen Autors. Während einer Moskau-Reise wenige Tage später kommt es zu neuen Unerklärlichkeiten, und auch in Madrid, wo Prinzhorn einer früheren Geliebten wiederbegegnet, reißt die Kette seltsamer Geschehnisse nicht ab – bis ihm durch Zufall das Puzzle der Erinnerung zu einem Bild zusammenfällt, das ihn weit in die eigene Biographie zurückführt. Am nächsten Morgen klingelt die Polizei an der Tür seiner Berliner Wohnung, denn unter dem Fenster von Prinzhorns Zimmer in Madrid wurde eine tote Frau gefunden.","„Romeo oder Julia“ besteht aus drei Teilen, und tatsächlich erinnert der Roman an ein Triptychon. Hier ist jedes Wort mit feinem Pinsel gemalt, jeder Satz aufs schärfste angespitzt. Vordergründig handelt der Roman ja von den Abenteuern eines Schriftstellers, im Grunde aber geht es um das Abenteuer der Sprache, um das Abenteuer des Schreibens, und darum, wie mit Sprache Welt erschaffen wird, wie mit jedem Wort Entscheidungen getroffen werden: „Romeo ODER Julia“ eben."
Schlafende Sonne,Thomas Lehr,Carl Hanser Verlag,2017,Shortlist,"Ein Jahrhundert Deutschland – an einem Tag. Rudolf Zacharias reist nach Berlin. Dort will er die Vernissage seiner früheren Studentin Milena Sonntag besuchen. In ihrer Ausstellung „Schlafende Sonne“ zieht Milena nicht nur eine künstlerische Lebensbilanz, sondern die ihrer Zeit. Wie in Bildern einer Ausstellung erzählt dieser Roman von den historischen Katastrophen und von den privaten Verwicklungen dreier Menschen, führt von den Schlachtfeldern des Ersten Weltkriegs bis ins heutige Berlin.","Thomas Lehr verhandelt, ausgehend von einem einzigen Tag, ein ganzes Jahrhundert und entwirft ein Geschichtslabyrinth, in dem er die komplexen Ereignisse und Verwerfungen souverän platziert und – im Wortsinn – neu zur Sprache bringt. Mit einer Mischung aus spannender Erzählung, Reflexion und ästhetischem Wagemut bricht er mit unseren Wahrnehmungsmustern und macht die Literatur selbst zum Instrument der Erkenntnis. Seite um Seite neue Blicke auf scheinbar Vertrautes, ein Archiv der Sinne, des Bewusstseins und all der sich überlagernden Bereiche, aus denen sich das speist, was wir unser Wissen nennen."
Archipel,Inger-Maria Mahlke,Rowohlt Verlag,2018,Winner,"Rosa kehrt zurück nach Teneriffa, in das heruntergewirtschaftete Haus
der vormals einflussreichen Bernadottes. Rosa sucht. Was, weiß sie nicht
genau. Ihr Großvater Julio war Kurier im Bürgerkrieg, war Gefangener der
Faschisten, er floh und kam wieder, und heute hütet er die letzte
Lebenspforte der Alten von der Insel. Einer, der Privilegien nur als die
der anderen kennt. „Archipel"" führt rückwärts durch Julios Jahrhundert,
das der Bautes und Bernadottes, der Wieses, der Moores und González',
aber auch derer, die keine Namen haben.","Inger-Maria Mahlkes Roman „Archipel"" ist eine große Reise durch die Zeit
und bis ans Ende Europas. Die Städte Teneriffas atmen ihren ewigen
Sommer, aber zwischen all den Gerüchen und Geräuschen des Südens spürt
man den Luftzug eines ganzen Jahrhunderts. Während in einem Altenheim
die Menschen ihre letzten Wege gehen, versuchen es die Jungen mit neuer
Hoffnung. Es ist der Zyklus des Privaten, den Inger-Maria Mahlke auf
grandiose Weise mit dem Politischen verknüpft. Und so blättert man durch
hundert Jahre wie durch ein Album voll schmerzhaft schöner und genauer
Bilder. Sieht Abkömmlinge der spanischen Konquistadoren und
majestätische Putzfrauen, Aufstieg und Abstieg, Liebe und Korruption."
Der Vogelgott,Susanne Röckel,Jung und Jung Verlag,2018,Shortlist,"Die Mitglieder einer wissenschaftlich orientierten Familie werden durch
eine zufällige Entdeckung auf einem Kirchenbild in den schwer
durchschaubaren Mythos eines Vogelgottes hineingezogen -- mit einem Sog,
dem sie nicht widerstehen können. Spätestens als sich herausstellt, dass
dieser Mythos eben nicht nur ein Mythos ist. Es ist eine sagenumwobene,
aber elende Gegend dieser Erde, wo die Verehrer des Vogelgotts leben,
die ihm allerdings weniger ergeben als vielmehr ausgeliefert zu sein
scheinen.","„Der Vogelgott"" ist ein verstörendes Buch: ein zeitgenössischer
Schauerroman, ein später Nachfahr der schwarzen Romantik. Ein höheres
Wesen im Federkleid, mehr Mythos als reale Gegenwart, verbreitet in ihm
Furcht und Schrecken, vor allem bei denen, die ihm nahe kommen wollen.
Drei neugierige Geschwister aus einer vogelkundlich interessierten
Familie treibt es auf verschiedenen Kontinenten geradewegs in den
Wahnsinn. Was steckt dahinter? Susanne Röckel denkt nicht daran,
Geheimnisse preiszugeben. Umso stärker wirkt die beklemmende Atmosphäre
nach."
Die Katze und der General,Nino Haratischwili,Frankfurter Verlagsanstalt,2018,Shortlist,"Alexander Orlow, ein russischer Oligarch und von allen \""Der General\""
genannt, hat ein neues Leben in Berlin begonnen. Doch die Erinnerungen
an seinen Einsatz im Ersten Tschetschenienkrieg lassen ihn nicht los,
vor allem jene an die grausamste aller Nächte, nach der von der jungen
Tschetschenin Nura nichts blieb als eine große ungesühnte Schuld. Der
Zeitpunkt der Abrechnung ist gekommen -- der Sühneplan führt über Moskau
und Marrakesch bis tief hinein in den Kaukasus.","Die Lust am Erzählen steckt hier in jeder Zeile. Von der ersten Seite an
ist die Leserin, der Leser mittendrin in diesem Schuld und Sühne-Roman,
verfolgt fiebrig den Racheplan des Generals. Der will ein Verbrechen
sühnen, an dem er während des Tschetschenienkrieges selbst beteiligt
war. Unter der Thriller-Ebene verlaufen Erzählspuren voller Fragen: Wie
wirkt die „toxische Vergangenheit"" in die Gegenwart? Sind Kriege nie
vorbei? Warum sehnt sich die in Deutschland lebende georgische Familie
nach ihrer Heimat, obwohl diese doch die Hölle war? Die Figuren --
allesamt „zwischen Zeiten und Welten Steckengebliebene"" -- sind voller
Vitalität und alles ist bildstark und sinnlich erzählt: Großes Kino!"
Gott der Barbaren,Stephan Thome,Suhrkamp Verlag,2018,Shortlist,"Mitte des 19. Jahrhunderts überzieht eine christliche Aufstandsbewegung
China mit Terror und Zerstörung. Ein deutscher Missionar, der bei der
Modernisierung des Reiches helfen will, gerät zwischen die Fronten eines
Krieges, in dem er alles zu verlieren droht, was ihm wichtig ist. An den
Brennpunkten des Konflikts agieren ein britischer Sonderbotschafter, der
seine inneren Abgründe erst erkennt, als er ihnen nicht mehr entgehen
kann, und ein zum Kriegsherrn berufener chinesischer Gelehrter, der so
mächtig wird, dass selbst der Kaiser ihn fürchtet.","China, um das Jahr 1860. Das riesige Reich ist stark angeschlagen: Ein
sich rasch ausbreitender Aufstand religiöser Fanatiker droht die
gesellschaftlichen Strukturen hinwegzufegen, während gleichzeitig
europäische Mächte mit militärischer Gewalt einen Handelszugang
erzwingen. Stephan Thome gelingt die beeindruckende Schilderung einer
Zeit, in der alles aus den Fugen zu geraten scheint. Das Erzähltempo des
breit angelegten Werkes bleibt gemächlich, wirkt aber nie ermüdend - ein
Umstand, der zum einen der eleganten Sprache zu verdanken ist. Zum
anderen aber auch dem beunruhigenden Gefühl, unsere Welt in einem
Spiegel zu sehen, der über 150 Jahre in die Geschichte zurückreicht."
Nachtleuchten,María Cecilia Barbetta,S. Fischer Verlag,2018,Shortlist,"Buenos Aires 1974: Die Autowerkstatt von Ballester ist eine Brutstätte
des utopischen Denkens. Eine Mädchenschule praktiziert die Theologie der
Befreiung. Die Männer der Autowerkstatt verfolgen atemlos die
Nachrichten, und der Friseur gerät außer sich über den Tod des
Präsidenten. Sie lauschen den Stimmen der Toten, singen ihre Lieder und
feiern das Leben. Doch politische Unruhen, Gewalt und die drohende
Militärdiktatur verwandeln das Land in einen zutiefst unheimlichen Ort.
Wer überleben will, braucht eine Vision.","Eine Lichtgestalt geht um in der argentinischen Vorstadt: die
fluoreszierende und Segen spendende Maria, welche von der naseweisen
Klosterschülerin Teresa von Haus zu Haus getragen wird. Die Stadt
bevölkern außerdem ein hysterisches Hündchen, ein dichtender
Automechaniker, die putzwütige Besitzerin eines Waschsalons und zwei
dummdreiste Polizisten. Dieser Roman sprüht vor Ideen, er ist ein Vulkan
voller verschachtelter Sätze, die uns atemlos Seite um Seite umblättern
lassen. Das fröhliche Setting spielt sich vor einer immer düsterer
werdenden Kulisse ab: es ist 1974, Juan Domingo Perón ist tot und die
Militärjunta bereitet die Machtübernahme vor."
Sechs Koffer,Maxim Biller,Kiepenheuer & Witsch,2018,Shortlist,"Ein Familiengeheimnis in den Zeiten des Kalten Krieges: Aus sechs
Perspektiven erzählt der Roman von einem mutmaßlichen Verrat. Das Opfer
ist der Großvater des Erzählers, der 1960 in der Sowjetunion
hingerichtet wurde. Unter Verdacht steht die eigene Verwandtschaft. Eine
Erzählung über sowjetische Geheimdienstakten, vergiftete
Liebesbeziehungen und die Machenschaften antisemitischer
Kultur-Apparatschiks. Vor allem aber über Menschen, die immer wieder ihr
gesamtes Leben in einen Koffer packen und damit weiterziehen müssen --
Geheimnisse inklusive.","Es ist große Erzählkunst, wie es Maxim Biller gelingt, seine verzweigte
Familiengeschichte zu entfalten: äußerst ökonomisch auf schmalem Raum,
elegant, lakonisch, mit feinem Humor und großer Zärtlichkeit für die
Figuren. Ausgangspunkt ist die berühmte Schuldfrage -- hier: Wer hat den
Großvater und dessen Schmuggelaktionen verraten und damit seinen
gewaltsamen Tod auf dem Gewissen? Aus sechs verschiedenen Perspektiven
beleuchtet der Erzähler das dunkle Geheimnis einer jüdisch-russischen
Familie. Es geht um Verrat und Verletzung, um Eros und Eifersucht, aber
auch um Familienzusammenhalt und Geschwisterliebe -- und um die
Unmöglichkeit einer einzigen Wahrheit."
Herkunft,Saša Stanišić,Luchterhand Literaturverlag,2019,Winner,"HERKUNFT ist ein Buch über den ersten Zufall unserer Biografie: irgendwo
geboren werden. Und was danach kommt. HERKUNFT ist ein Buch über meine
Heimaten, in der Erinnerung und der Erfindung. Ein Buch über Sprache,
Schwarzarbeit, die Stafette der Jugend und viele Sommer. Den Sommer, als
mein Großvater meiner Großmutter beim Tanzen derart auf den Fuß trat,
dass ich beinahe nie geboren worden wäre. Den Sommer, als ich fast
ertrank. Den Sommer, in dem Angela Merkel die Grenzen öffnen ließ und
der dem Sommer ähnlich war, als ich über viele Grenzen nach Deutschland
floh. HERKUNFT ist ein Abschied von meiner dementen Großmutter. Während
ich Erinnerungen sammle, verliert sie ihre. HERKUNFT ist traurig, weil
Herkunft für mich zu tun hat mit dem, das nicht mehr zu haben ist. In
HERKUNFT sprechen die Toten und die Schlangen, und meine Großtante
Zagorka macht sich in die Sowjetunion auf, um Kosmonautin zu werden.
Diese sind auch HERKUNFT: ein Flößer, ein Bremser, eine
Marxismus-Professorin, die Marx vergessen hat. Ein bosnischer Polizist,
der gern bestochen werden möchte. Ein Wehrmachtssoldat, der Milch mag.
Eine Grundschule für drei Schüler. Ein Nationalismus. Ein Yugo. Ein
Tito. Ein Eichendorff. Ein Saša Stanišić.","Ein autobiographischer Roman über die Frage unserer Zeit, eine
Selbstbefragung in Fragmenten und Arabesken: über Geschenk und Bürde der
Herkunft, über das Finden einer neuen Sprache, mit einem Kern, \""hart
wie der einer Pflaume\"", und über das Werden eines Schriftstellers. Auf
verschlungenen Wegen führt Herkunft uns nach Višegrad, Bosnien, in das
Dorf der Großeltern und nach Heidelberg, wo der Halbwüchsige als
Kriegsflüchtling landete. Verschmitzt und behände bleibt der Erzähler
stets auf der Hut vor sich selber, mit Klugheit, Humor und Sprachwitz,
ohne \""Zugehörigkeitskitsch\"" und Opferpathos. Sein berückendes
Vergnügen am Erzählen macht die bleischweren Themen federleicht --
Wundbehandlung mit den Mitteln der Literatur."
Brüder,Jackie Thomae,Hanser Berlin,2019,Shortlist,"\""Brüder\"" erzählt von zwei deutschen Männern, geboren im gleichen Jahr,
Kinder desselben Vaters, den sie nicht kennen, der ihnen nur ihre dunkle
Haut hinterlassen hat, die sie damals in der DDR von allen unterschied.
Die Fragen, die sich ihnen stellen, sind dieselben. Ihre Leben könnten
nicht unterschiedlicher sein.

Mick lebt frei von Verbindlichkeiten. Dass die Welt sich ändert,
registriert er so zerstreut wie einen neuen Tag, wenn er blinzelnd aus
dem Club stolpert. Und er fährt gut damit -- bis ihn die Frau verlässt,
die er jahrelang betrogen hat.
Gabriel hat seine Eltern nie gekannt, er ist frei, aus sich zu machen,
was er will: einen erfolgreichen Architekten, einen eingefleischten
Londoner, einen Familienvater. Doch dann verliert er in einer banalen
Situation die Nerven und steht als Aggressor da -- ein prominenter Mann,
der tief fällt.
Wie wird man zum Außenseiter? Was bedeutet Familie? Was macht einen Mann
aus? \""Brüder\"" ist ein Roman über die Frage, ob wir unser Schicksal
selbst bestimmen -- oder ob uns Herkunft und Charakter unweigerlich
prägen.","\""Brüder\"" ist ein groß angelegter Roman, den man in einer
amerikanischen Erzähltradition verorten kann, der aber mit seinem
ungewöhnlichen Plot über zwei sehr konträre Brüder eines afrikanischen
Vaters von deren Kindheit in der DDR in die weite Welt bis nach London,
Paris und Südamerika führt. Völlig unaufgeregt werden Themen wie
Hautfarbe, Erfolg, Liebe, die Frage nach dem richtigen Leben und vor
allen Dingen die Bedeutung von Schicksal, Herkunft und Prägung
verhandelt. Man liest in \""Brüder\"" eine sehr spannende Geschichte, aber
Jackie Thomae gelingt es mit Leichtigkeit, geradezu nebenher
existenzielle Fragen und Themen einzuflechten."
Das flüssige Land,Raphaela Edelbauer,Klett-Cotta,2019,Shortlist,"Ein Ort, der nicht gefunden werden will. Eine Gräfin, die über die
Erinnerungen einer ganzen Gemeinde regiert. Ein Loch im Erdreich, das
die Bewohner in die Tiefe zu reißen droht. In ihrem schwindelerregenden
Debütroman geht Raphaela Edelbauer dem Verdrängen auf den Grund.

Der Unfalltod ihrer Eltern stellt die hochbegabte Physikerin Ruth vor
ein nahezu unlösbares Paradox. Ihre Eltern haben verfügt, im Ort ihrer
Kindheit begraben zu werden, doch Groß-Einland verbirgt sich beharrlich
vor den Blicken Fremder. Als Ruth endlich dort eintrifft, macht sie eine
erstaunliche Entdeckung. Unter dem Ort erstreckt sich ein riesiger
Hohlraum, der das Leben der Bewohner von Groß-Einland auf merkwürdige
Weise zu bestimmen scheint. Überall finden sich versteckte Hinweise auf
das Loch, doch keiner will darüber sprechen. Nicht einmal, als klar ist,
dass die Statik des gesamten Ortes bedroht ist. Wird das Schweigen von
der einflussreichen Gräfin der Gemeinde gesteuert? Und welche Rolle
spielt eigentlich Ruths eigene Familiengeschichte? Je mehr Fragen sie
stellt, desto vehementer bekommt Ruth den Widerstand der Bewohner zu
spüren. Doch sie gräbt tiefer und ahnt bald, dass die geheimnisvollen
Strukturen im Ort ohne die Geschichte des Loches nicht zu entschlüsseln
sind.","\""Das flüssige Land\"" ist ein ebenso eindrückliches wie fantastisches
Debüt -- und das im wahrsten Sinne des Wortes. Dieser Roman führt in
eine kafkaeske Topografie, in einen Ort namens Groß-Einland, der auf
keiner Karte verzeichnet ist und aus dem keine Straße herausführt. Er
wird von einem gigantischen, sich ständig ausdehnenden Abgrund
unterhöhlt -- was dazu führt, dass in dieser Welt alles ins Rutschen
gerät: Gebäude, Menschen, aber auch jedes Raum- und Zeitbewusstsein.
Raphaela Edelbauer schafft eine Art Super-Metapher, die auf virtuose
Weise die physikalische, die psychische, die historische und auch die
sprachliche Welt in ihren Abgründigkeiten verbindet. Das ist unheimlich,
das ist spannend, das ist aberwitzig und kaum zu fassen -- eben einfach
fantastische Literatur."
Kintsugi,Miku Sophie Kühmel,S. Fischer Verlag,2019,Shortlist,"Es ist Wochenende. Wir sind in einem Haus an einem spätwinterlichen See,
das Licht ist hart, die Luft ist schneidend kalt, der gefrorene Boden
knirscht unter unseren Füßen. Gerade sind Reik und Max angekommen, sie
feiern ihre Liebe, die nun zwanzig ist. Eingeladen sind nur ihr ältester
Freund Tonio und seine Tochter Pega, so alt wie die Beziehung von Max
und Reik. Sie planen ein ruhiges Wochenende. Doch ruhig bleibt nur der
See.

\""Kintsugi\"" ist ein flimmernder Roman über die Liebe in all ihren
Facetten. Über den Trost, den wir im Unvollkommenen finden. Und darüber,
dass es weitergeht. Wie immer geht es weiter.","\""Kintsugi\"" ist ein psychologisches Kammerstück, ein Ensembleroman auf
märkischem Sand. Vier Menschen, drei Männer und eine junge Frau kommen
für ein Wochenende auf einem Landhaus zusammen. Und sie erzählen jeweils
mit eigener Stimme und Perspektive. Das Liebespaar Max und Reik, der
bisexuelle Tonio und Pega verhalten sich zueinander wie jene
Porzellanscherben, die durch die japanische Kunsthandwerkstechnik
Kintsugi mit Gold in ihren Zusammenhalt gekittet werden: belebende Risse
und Schönheit des Makels. Ein äußerst gegenwärtiger Roman von hohem
Lesevergnügen, der nach heutigen Liebes- und Lebenskonzepten fragt, nach
Elternschaft, Sexualität, Erfolg, Karriere und Bindungen."
Nicht wie ihr,Tonio Schachinger,Verlag Kremayr & Scheriau,2019,Shortlist,"Ivo wusste immer schon, dass er besonders ist. Besonders cool, besonders
talentiert, besonders attraktiv. Alle wussten es, seine Familie, seine
Jugendtrainer, seine Freunde im Käfig. Jetzt ist er einer der
bestbezahlten Fußballer der Welt. Er verdient 100.000 Euro in der Woche,
fährt einen Bugatti, hat eine Ehefrau und zwei Kinder, die er über alles
liebt. Doch als seine Jugendliebe Mirna ins Spiel kommt, gerät das
sichere Gerüst ins Wanken. Wie koordiniert man eine Affäre, wenn man
eigentlich keine Freizeit hat? Lässt Ivos Leistung auf dem Spielfeld
nach? Und was macht eigentlich seine Frau, während er nicht da ist?

Einmal in Ivos Gedankenwelt eingetaucht, lässt sich Tonio Schachingers
Debütroman schwer aus der Hand legen. Es ist nämlich dieser rotzige,
witzige und originelle Ton des Erzählers, der vom ersten Satz an
fesselt. Gespickt mit Wiener Milieusprache und herrlichen
Fußballmetaphern gibt der Roman Einblick in das Schauspiel des
Profisports und entlarvt seine Spieler als Schachfiguren auf einem
kapitalistischen Spielfeld.

\""Als Ivo jung war, gab es nur einen Ort: ihn selbst. Alles andere, der
Fußball, Brügge, London, Hamburg, die Clubs, Autos und Restaurants,
waren nur Kulissen, die hinter ihm vorbeigetragen wurden, aber er war
der Mittelpunkt, die Sonne, um die sich alles dreht.\""","Das einzige, das Ivo immer gut konnte, war Fußballspielen und nun spielt
er, der in Wien immer nur einer der vielen \""Jugos\"" war, in Everton,
verdient 100.000 Euro die Woche, ist mit einer schönen Frau verheiratet,
hat zwei entzückende Kinder und teilt mit uns seine Sicht auf die Welt:
liebenswert und überheblich, naiv und berechnend, charmant und
bitterböse. Doch \""Nicht wie ihr\"" ist viel mehr als ein Roman über die
Welt des Spitzensports: Zugehörigkeit, Migration, die ständige Angst vor
dem Abstieg, Männlichkeitsideale und nicht zuletzt Liebe werden hier
zwischen Fußballrasen, Umkleidekabinen, Luxushäusern und teuren Autos
völlig unverkrampft verhandelt. Begeisternd ist zudem die Boxkraft des
Tons und die Stilsicherheit des Autors, sein Gespür für Milieus,
Jargons, Stimmungen, Tragikomik."
Winterbienen,Norbert Scheuer,C. H. Beck,2019,Shortlist,"Januar 1944: Egidius Arimond, ein frühzeitig aus dem Schuldienst
entlassener Latein- und Geschichtslehrer, schwebt wegen seiner
Frauengeschichten, seiner Epilepsie, aber vor allem wegen seiner
waghalsigen Versuche, Juden in präparierten Bienenstöcken ins besetzte
Belgien zu retten, in höchster Gefahr. Gleichzeitig kreisen über der
Eifel britische und amerikanische Bomber.

Arimonds Situation wird nahezu ausweglos, als er keine Medikamente mehr
bekommt, er ein Verhältnis mit der Frau des Kreisleiters beginnt und
schließlich bei der Gestapo denunziert wird.
Mit großer Intensität erzählt Norbert Scheuer in \""Winterbienen\""
einfühlsam, präzise und spannend von einer Welt, die geprägt ist von
Zerstörung und dem Wunsch nach einer friedlichen Zukunft.","Der Handlung liegen fiktive Tagebuchaufzeichnungen aus den Kriegsjahren
1944/45 zugrunde, die angeblich Egidius Arimond, ehemaliger Lehrer,
Bienenzüchter, Frauenheld und Epileptiker, hinterlassen hat. Präzise und
spannend entwickelt Norbert Scheuer die Geschichte seines Antihelden,
der Juden in Bienenkörben über die belgische Grenze schmuggelt, um damit
Geld für seine Medikamente zu verdienen, und also nicht aus hehren
Gründen, aber auf seine Art dem Regime die Stirn bietet. Egidius wird
Zeitzeuge und Chronist einer durch Bombenangriffe versehrten Landschaft
und der damit verbundenen Zerstörung natürlicher und menschlicher
Ordnung. Und das geschieht auf eine fast verhaltene Weise, die den
introvertierten Egidius dann doch zu einem \""Helden\"" werden lässt, der
sich seinem Schicksal nicht entziehen kann."
"Annette, ein Heldinnenepos",Anne Weber,Matthes und Seitz Berlin,2020,Winner,"Was für ein Leben! Geboren 1923 in der Bretagne, aufgewachsen in
einfachen Verhältnissen, schon als Jugendliche Mitglied der
kommunistischen Résistance, Retterin zweier jüdischer Jugendlicher ---
wofür sie von Yad Vashem später den Ehrentitel \""Gerechte unter den
Völkern\"" erhalten wird --, nach dem Krieg Neurophysiologin in
Marseille, 1959 zu zehn Jahren Gefängnis verurteilt wegen ihres
Engagements auf Seiten der algerischen Unabhängigkeitsbewegung... und
noch heute an Schulen ein lebendiges Beispiel für die Wichtigkeit des
Ungehorsams. Anne Weber erzählt das unwahrscheinliche Leben der Anne
Beaumanoir in einem brillanten biografischen Heldinnenepos. Die mit
großer Sprachkraft geschilderten Szenen werfen viele Fragen auf: Was
treibt jemanden in den Widerstand? Was opfert er dafür? Wie weit darf er
gehen? Was kann er erreichen? \""Annette, ein Heldinnenepos\"" erzählt von
einer wahren Heldin, die uns etwas angeht.","Die Kraft von Anne Webers Erzählung kann sich mit der Kraft ihrer Heldin
messen: Es ist atemberaubend, wie frisch hier die alte Form des Epos
klingt und mit welcher Leichtigkeit Weber die Lebensgeschichte der
französischen Widerstandskämpferin Anne Beaumanoir zu einem Roman über
Mut, Widerstandskraft und den Kampf um Freiheit verdichtet. \""Annette,
ein Heldinnenepos\"" ist eine Geschichte voller Härten, die Weber aber
mit souveräner Dezenz und feiner Ironie erzählt. Dabei geht es um nichts
weniger als die deutsch-französische Geschichte als eine der Grundlagen
unseres heutigen Europas. Wir sind dankbar, dass Anne Weber Annette für
uns entdeckt hat und von ihr erzählt."
Aus der Zuckerfabrik,Dorothee Elmiger,Carl Hanser Verlag,2020,Shortlist,"\'My skills never end\' steht auf dem T-Shirt eines Arbeiters, der
gerade seinen Lohn ausbezahlt bekommt. Am Strand einer karibischen Insel
steht der erste Lottomillionär der Schweiz und blickt aufs Meer hinaus.
Nachts drängen sich Ziegen am Bett der Autorin. Dorothee Elmiger folgt
den Spuren des Geldes und des Verlangens durch die Jahrhunderte und die
Weltgegenden. Sie entwirft Biographien von Mystikerinnen,
Unersättlichen, Spielern, Orgiastinnen und Kolonialisten, protokolliert
Träume und Fälle von Ekstase und Wahnsinn. Aus der Zuckerfabrik ist die
Geschichte einer Recherche, ein Journal voller Beobachtungen,
Befragungen und Ermittlungen. Ein Text, der den Blick öffnet für die
Komplexität dieser Welt.","Der Ausgangspunkt des Romans von Dorothee Elmiger ist eine einfache
Frage: Wo kommt eigentlich der Zucker her? In stark essayistischer Form,
eher als Collage, fügt die Erzählerin ihre Nachforschungen zusammen. Die
führen sie nicht nur in die Weltgeschichte, sondern auch in die
Literaturgeschichte, weshalb es vorkommen kann, dass der Text in Haiti
landet, einem der großen Zuckerexporteure, um dort auf Heinrich von
Kleists Novelle \""Die Verlobung in St. Domingo\"" zu stoßen. Mit dieser
Methode zeigt sich, dass der Kolonialismus untrennbar mit der
europäischen Geschichte verwoben ist und dass die Europäer\*innen, wenn
sie sich etwas anderes erzählen, nur die halbe Wahrheit kennen."
Die Dame mit der bemalten Hand,Christine Wunnicke,Berenberg Verlag,2020,Shortlist,"Bombay, 1764. Indien stand nicht auf dem Reiseplan und Elephanta, diese
struppige Insel voller Schlangen und Ziegen und Höhlen mit den seltsamen
Figuren an den Wänden, schon gar nicht. Doch als Forschungsreisenden in
Sachen \""biblischer Klarheit\"" zieht es einen eben an die merkwürdigsten
Orte. Carsten Niebuhr aus dem Bremischen ist hier gestrandet, obwohl er
doch in Arabien sein sollte. Ebenso Meister Musa, persischer
Astrolabienbauer aus Jaipur, obwohl er doch in Mekka sein wollte. Man
spricht leidlich Arabisch miteinander, genug, um die paar Tage bis zu
ihrer Rettung gemeinsam herumzubringen. Um sich öst-westlich
misszuverstehen und freundlich über Sternbilder zu streiten (denn wo der
eine eine Frau erkennt, sieht der andere lediglich deren bemalte Hand).
Es könnte übrigens alles auch ein Fiebertraum gewesen sein. Doch das
steht in den Sternen.",
Herzfaden,Thomas Hettche,Kiepenheuer & Witsch,2020,Shortlist,"Ein großer Roman über ein kleines Theater: die Augsburger Puppenkiste.

Ein zwölfjähriges Mädchen gerät nach einer Vorstellung der Augsburger
Puppenkiste durch eine verborgene Tür auf einen märchenhaften Dachboden,
auf dem viele Freunde warten: die Prinzessin Li Si, Kater Mikesch,
Lukas, der Lokomotivführer. Vor allem aber die Frau, die all diese
Marionetten geschnitzt hat und nun ihre Geschichte erzählt. Es ist die
Geschichte eines einmaligen Theaters und der Familie, die es gegründet
und berühmt gemacht hat. Sie beginnt im 2. Weltkrieg, als Walter
Oehmichen, ein Schauspieler des Augsburger Stadttheaters, in der
Gefangenschaft einen Puppenschnitzer kennenlernt und für die eigene
Familie ein Marionettentheater baut. In der Bombennacht 1944 verbrennt
es zu Schutt und Asche. \""Herzfaden\"" erzählt von der Kraft der Fantasie
in dunkler Zeit und von der Wiedergeburt dieses Theaters. Nach dem Krieg
gibt Walters Tochter Hatü in der Augsburger Puppenkiste Waisenkindern
wie dem Urmel und kleinen Helden wie Kalle Wirsch ein Gesicht.
Generationen von Kindern sind mit ihren Marionetten aufgewachsen. Die
Augsburger Puppenkiste gehört zur DNA dieses Landes, seit in der ersten
TV-Serie im westdeutschen Fernsehen erstmals Jim Knopf auf den
Bildschirmen erschien.","Leichthändig und elegant verwebt dieser Roman große Themen der Gegenwart
und der deutschen Vergangenheit. Von einem verzauberten Dachboden aus
führt er uns in die Welt der Holzmarionetten, in den Zweiten Weltkrieg,
in die westdeutsche Nachkriegszeit, zum Verlust von Unschuld und dem
Ende der Kindheit. Er handelt von der Fantasie und ihrer Rückeroberung
-- und Thomas Hettche gelingt dabei ein Stück Illusionskunst, die so
spielerisch und melancholisch ist, wie jene, von der dieser Roman selbst
so beeindruckend erzählt."
Serpentinen,Bov Bjerg,Claassen,2020,Shortlist,"Ein Vater unterwegs mit seinem Sohn. Ihre Reise führt zurück in das
Hügelland, aus dem der Vater stammt, zu den Schauplätzen seiner
Kindheit. Ständiger Reisebegleiter ist das Schicksal der männlichen
Vorfahren, die sich allesamt das Leben nahmen: \""Urgroßvater, Großvater,
Vater. Ertränkt, erschossen, erhängt.\"" Der Vater muss erkennen, dass
sein Wegzug, seine Bildung und sein Aufstieg keine Erlösung gebracht
haben. Vielleicht helfen die Rückkehr und das Erinnern. Denn wer
zurückfährt, muss alle Kurven noch einmal nehmen.","Ein Vater macht sich mit seinem Sohn auf die Reise, nicht nur in die
hügelige Landschaft seiner Kindheit, sondern auch in die eigene
bedrückende Familiengeschichte und in die deutsche Vergangenheit.
\""Serpentinen\"" erzählt tief soziologisch und gleichzeitig sehr
literarisch von beklemmender Düsternis -- und tut es oft mit
überraschendem Witz. In diesem Roman sitzt absolut jedes Wort an der
richtigen Stelle und schafft es so, vom eigentlich Unaussprechlichen zu
erzählen."
